,ef_id,category_ipcc_1996,category_ipcc_2006,gas,description,region,value_original,unit_original,value_canonical,unit_canonical,equation,technical_reference,source_of_data,data_provider
961,14252,"1A - Fuel Combustion Activities
","1.A - Fuel Combustion Activities
","CARBON DIOXIDE
",1990 Country-Specific Net Calorific Values for Selected Countries,India,42.79,TJ/kt,,,,"OECD/IEA (1993), Energy Statistics and Balances of Non-OECD Countries: 1990-1991. International Energy Agency, OECD, Paris, France.",Revised 1996 IPCC Guidelines for National Greenhouse Gas Inventories(Table 1-2 on pages 1.16 - 1.22 of the Reference Manual),IPCC
962,14253,"1A - Fuel Combustion Activities
","1.A - Fuel Combustion Activities
","CARBON DIOXIDE
",1990 Country-Specific Net Calorific Values for Selected Countries,India,43,TJ/kt,,,,"OECD/IEA (1993), Energy Statistics and Balances of Non-OECD Countries: 1990-1991. International Energy Agency, OECD, Paris, France.",Revised 1996 IPCC Guidelines for National Greenhouse Gas Inventories(Table 1-2 on pages 1.16 - 1.22 of the Reference Manual),IPCC
963,14254,"1A - Fuel Combustion Activities
","1.A - Fuel Combustion Activities
","CARBON DIOXIDE
",1990 Country-Specific Net Calorific Values for Selected Countries,India,19.98,TJ/kt,,,,"OECD/IEA (1993), Energy Statistics and Balances of Non-OECD Countries: 1990-1991. International Energy Agency, OECD, Paris, France.",Revised 1996 IPCC Guidelines for National Greenhouse Gas Inventories(Table 1-2 on pages 1.16 - 1.22 of the Reference Manual),IPCC
964,14255,"1A - Fuel Combustion Activities
","1.A - Fuel Combustion Activities
","CARBON DIOXIDE
",1990 Country-Specific Net Calorific Values for Selected Countries,India,25.75,TJ/kt,,,,"OECD/IEA (1993), Energy Statistics and Balances of Non-OECD Countries: 1990-1991. International Energy Agency, OECD, Paris, France.",Revised 1996 IPCC Guidelines for National Greenhouse Gas Inventories(Table 1-2 on pages 1.16 - 1.22 of the Reference Manual),IPCC
965,14256,"1A - Fuel Combustion Activities
","1.A - Fuel Combustion Activities
","CARBON DIOXIDE
",1990 Country-Specific Net Calorific Values for Selected Countries,India,19.98,TJ/kt,,,,"OECD/IEA (1993), Energy Statistics and Balances of Non-OECD Countries: 1990-1991. International Energy Agency, OECD, Paris, France.",Revised 1996 IPCC Guidelines for National Greenhouse Gas Inventories(Table 1-2 on pages 1.16 - 1.22 of the Reference Manual),IPCC
966,14257,"1A - Fuel Combustion Activities
","1.A - Fuel Combustion Activities
","CARBON DIOXIDE
",1990 Country-Specific Net Calorific Values for Selected Countries,India,9.8,TJ/kt,,,,"OECD/IEA (1993), Energy Statistics and Balances of Non-OECD Countries: 1990-1991. International Energy Agency, OECD, Paris, France.",Revised 1996 IPCC Guidelines for National Greenhouse Gas Inventories(Table 1-2 on pages 1.16 - 1.22 of the Reference Manual),IPCC
967,14260,"1A - Fuel Combustion Activities
","1.A - Fuel Combustion Activities
","CARBON DIOXIDE
",1990 Country-Specific Net Calorific Values for Selected Countries,India,20.1,TJ/kt,,,,"OECD/IEA (1993), Energy Statistics and Balances of Non-OECD Countries: 1990-1991. International Energy Agency, OECD, Paris, France.",Revised 1996 IPCC Guidelines for National Greenhouse Gas Inventories(Table 1-2 on pages 1.16 - 1.22 of the Reference Manual),IPCC
2107,56210,"5B1d - Dry
","3.C.1.a - Burning in Forest Land
","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE
",Aboveground Biomass Estimates for Various Tropical Forest Types by Country,Asia; India,44-81,t dm/ha,,,,"Brown, S., L.R. Iverson, A. Prasad and D. Liu (1993) Geographical Distribution of Carbon in Biomass and Soils of Tropical Asian Forests. Geocarto International, 4:45-59.",Revised 1996 IPCC Guidelines for National Greenhouse Gas Inventories (Table 5-5 on Pages 5.27 to 5.29 of the Reference Manual),IPCC
2108,56211,"5B1d - Dry
","3.C.1.a - Burning in Forest Land
","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE
",Aboveground Biomass Estimates for Various Tropical Forest Types by Country,Asia; India,16,t dm/ha,,,,"Brown, S., L.R. Iverson, A. Prasad and D. Liu (1993) Geographical Distribution of Carbon in Biomass and Soils of Tropical Asian Forests. Geocarto International, 4:45-59.",Revised 1996 IPCC Guidelines for National Greenhouse Gas Inventories (Table 5-5 on Pages 5.27 to 5.29 of the Reference Manual),IPCC
5484,511538,"5-FL-1 - Forest Land Remaining Forest Land
","3.B.1.a - Forest land Remaining Forest land
","CARBON DIOXIDE
",Average Growing Stock Volume (aboveground) in Forest in 2000 (Source FRA2000),Asia; India,43,m3/ha,,,"Equation 3.2.3, IPCC Good Practice Guidance for LULUCF",See references in the IPCC Good Practice Guidance for LULUCF from pages 3.164 to 3.166.,"IPCC Good Practice Guidance for LULUCF, Table 3A.1.4 on page 3.160",IPCC
5660,511714,"5-FL - Forest Land
","3.B.1 - Forest land
","CARBON DIOXIDE
",Aboveground Biomass Content (Dry Matter) in Forest in 2000 (Source FRA2000),Asia; India,73,t dm/ha,,,"Equation 3.2.9, IPCC Good Practice Guidance for LULUCF",See references in the IPCC Good Practice Guidance for LULUCF from pages 3.164 to 3.166.,"IPCC Good Practice Guidance for LULUCF, Table 3A.1.4 on page 3.160",IPCC
5829,511883,"5-CL-2 - Land Converted to Cropland
","3.B.2.b - Land Converted to Cropland
","CARBON DIOXIDE
",Aboveground Biomass Content (Dry Matter) in Forest in 2000 (Source FRA2000),Asia; India,73,t dm/ha,,,"Equation 3.3.8, IPCC Good Practice Guidance for LULUCF",See references in the IPCC Good Practice Guidance for LULUCF from pages 3.164 to 3.166.,"IPCC Good Practice Guidance for LULUCF, Table 3A.1.4 on page 3.160",IPCC
5998,512052,"5-GL-2 - Land Converted to Grassland
","3.B.3.b - Land Converted to Grassland
","CARBON DIOXIDE
",Aboveground Biomass Content (Dry Matter) in Forest in 2000 (Source FRA2000),Asia; India,73,t dm/ha,,,"Equation 3.4.13, IPCC Good Practice Guidance for LULUCF",See references in the IPCC Good Practice Guidance for LULUCF from pages 3.164 to 3.166.,"IPCC Good Practice Guidance for LULUCF, Table 3A.1.4 on page 3.160",IPCC
7388,513575,"5-WL-1 - Wetlands Remaining Wetlands
","3.B.4.a - Wetlands Remaining Wetlands
","METHANE
",Default Reservoir Surface Area Data (International Commission on Large Dams (ICOLD)),India,4.57,Mha,,,"Equations 3a.3.8, 3a.3.9 and 3a.3.10 of the IPCC Good Practice Guidance for LULUCF",International Commission on Large Dams (ICOLD). 1998. World register of Dams (1998). Paris. International Comittee on large Dams (Ed.). Metadatabase.,"IPCC Good Practice Guidance for LULUCF, Chapter3, Appendix 3a.3, Table 3a.3.6","Annette Freibauer, Germany"
8443,614876,"6B2 - Domestic and Commercial Wastewater
","4.D.1 - Domestic Wastewaster Treatment and Discharge
","METHANE
",BOD5,India,34,g/person/day,,,"Equation 6.3 of Chapter 6, Volume 5 of 2006 IPCC Guidelines","Table 6.4, p.6.14 in 2006 Guidelines","Table 6.4, p.6.14 in 2006 Guidelines",IPCC
8460,614893,"6B2 - Domestic and Commercial Wastewater
","4.D.1 - Domestic Wastewaster Treatment and Discharge
","METHANE
",Urbanization,India,"rural=0.71, urban-high=0.06, urban-low=0.23",fraction,,,"Equation 6.1 of Chapter 6, Volume 5 of 2006 IPCC Guidelines","Table 6.5, p.6.15 in 2006 Guidelines","Table 6.5, p.6.15 in 2006 Guidelines",IPCC
8480,614913,"6B2 - Domestic and Commercial Wastewater
","4.D.1 - Domestic Wastewaster Treatment and Discharge
","METHANE
",Degree of utilization of treatment or discharge pathway or method,India,"septic tank=0.00, latrine=0.47, other=0.10, sewer=0.10, none=0.33",fraction,,,"Equation 6.1 of Chapter 6, Volume 5 of 2006 IPCC Guidelines","Table 6.5, p.6.15 in 2006 Guidelines","Table 6.5, p.6.15 in 2006 Guidelines",IPCC
8500,614933,"6B2 - Domestic and Commercial Wastewater
","4.D.1 - Domestic Wastewaster Treatment and Discharge
","METHANE
",Degree of utilization of treatment or discharge pathway or method,India,"septic tank=0.18, latrine=0.08, other=0.07, sewer=0.67, none=0.00",fraction,,,"Equation 6.1 of Chapter 6, Volume 5 of 2006 IPCC Guidelines","Table 6.5, p.6.15 in 2006 Guidelines","Table 6.5, p.6.15 in 2006 Guidelines",IPCC
8520,614953,"6B2 - Domestic and Commercial Wastewater
","4.D.1 - Domestic Wastewaster Treatment and Discharge
","METHANE
",Degree of utilization of treatment or discharge pathway or method,India,"septic tank=0.14, latrine=0.10, other=0.03, sewer=0.53, none=0.20",fraction,,,"Equation 6.1 of Chapter 6, Volume 5 of 2006 IPCC Guidelines","Table 6.5, p.6.15 in 2006 Guidelines","Table 6.5, p.6.15 in 2006 Guidelines",IPCC
9515,415949,"4A - Enteric Fermentation
","3.A.1 - Enteric Fermentation
","METHANE
",Tier 1 enteric fermentation emission factors for Cattle,Region: Indian Subcontinent,58,kg CH4/head/yr,,,Equation 10.19 in Volume 4 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 10.11 - Tier 1 enteric fermentation emission factors for Cattle, on page 10.29",IPCC
9516,415950,"4A - Enteric Fermentation
","3.A.1 - Enteric Fermentation
","METHANE
",Tier 1 enteric fermentation emission factors for Cattle,Region: Indian Subcontinent,27,kg CH4/head/yr,,,Equation 10.19 in Volume 4 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories,,"2006 IPCC Guidelines for National Greenhouse Gas Inventories, Volume 4, Table 10.11 - Tier 1 enteric fermentation emission factors for Cattle, on page 10.29",IPCC
14427,621750,"6A1 - Managed Waste Disposal on Land
","4.A.1 - Managed Waste Disposal Sites
","METHANE
",per capita waste generation,India,0.55,kg/capita/day,,,,"India Second National Communication to the United Nations Framework Convention on Climate Change, 76p; NEERI (National Environmental Engineering and Research Institute), 2005. Assessment of Status of Municipal Solid Waste Management in Metro Cities, State Capitals, Class - I Cities and Class - II Towns. NEERI, Nagpur",National Communications,TFI TSU
15019,622342,"6A2 - Unmanaged Waste Disposal Sites
","4.A.2 - Unmanaged Waste Disposal Sites
","METHANE
",Methane emission from landfill,"Delhi, India",10.4,Gg/yr,,,,,Peer-reviewed journal,TFI TSU
15020,622343,"6A2 - Unmanaged Waste Disposal Sites
","4.A.2 - Unmanaged Waste Disposal Sites
","METHANE
",Methane emission from landfill,"Delhi, India",13.3,Gg/yr,,,,,Peer-reviewed journal,TFI TSU
15021,622344,"6A2 - Unmanaged Waste Disposal Sites
","4.A.2 - Unmanaged Waste Disposal Sites
","METHANE
",Methane emission from landfill,"Delhi, India",12.3,Gg/yr,,,,,Peer-reviewed journal,TFI TSU
15115,622438,"6A2 - Unmanaged Waste Disposal Sites
","4.A.2 - Unmanaged Waste Disposal Sites
","METHANE
",Methane emission from landfill,"Delhi, India",8.1,Gg/yr,,,,,Peer-reviewed journal,TFI TSU
15116,622439,"6A2 - Unmanaged Waste Disposal Sites
","4.A.2 - Unmanaged Waste Disposal Sites
","METHANE
",Methane emission from landfill,"Delhi, India",10.5,Gg/yr,,,,,Peer-reviewed journal,TFI TSU
15117,622440,"6A2 - Unmanaged Waste Disposal Sites
","4.A.2 - Unmanaged Waste Disposal Sites
","METHANE
",Methane emission from landfill,"Delhi, India",9.6,Gg/yr,,,,,Peer-reviewed journal,TFI TSU
15118,622441,"6A2 - Unmanaged Waste Disposal Sites
","4.A.2 - Unmanaged Waste Disposal Sites
","METHANE
",Methane emission from landfill,"Delhi, India",5.7,Gg/yr,,,,,Peer-reviewed journal,TFI TSU
15119,622442,"6A2 - Unmanaged Waste Disposal Sites
","4.A.2 - Unmanaged Waste Disposal Sites
","METHANE
",Methane emission from landfill,"Delhi, India",7.3,Gg/yr,,,,,Peer-reviewed journal,TFI TSU
15120,622443,"6A2 - Unmanaged Waste Disposal Sites
","4.A.2 - Unmanaged Waste Disposal Sites
","METHANE
",Methane emission from landfill,"Delhi, India",6.7,Gg/yr,,,,,Peer-reviewed journal,TFI TSU
15650,122973,"1B1a1 - Underground Mines
","1.B.1.a.i.1 - Mining
","METHANE
",Fugitive emissions from underground mining activities,India,2.91,m3/tonnes of product,,,,"Singh A.K., Singh H., Mendhe V.A., Kispotta J., Mondal B.K., Singh K.K., Singh P.K., Development of Country Emission Factors due to Venting and Flaring and Preparation of GHG Emission Estimates for the Period 1995 to 2007 Associated to Fugitive Emissions from Coal and Oil and Natural Gas Systems, CIMFR Project No. GC/MS/154/2007-08. Submitted to Ministry of Environment and Forests, Government of India, 2012.",Other,"Dr Ajay Kumar Singh, India"
15651,122974,"1B1a1 - Underground Mines
","1.B.1.a.i.1 - Mining
","METHANE
",Fugitive emissions from underground mining activities,India,13.08,m3/tonnes of product,,,,"Singh A.K., Singh H., Mendhe V.A., Kispotta J., Mondal B.K., Singh K.K., Singh P.K., Development of Country Emission Factors due to Venting and Flaring and Preparation of GHG Emission Estimates for the Period 1995 to 2007 Associated to Fugitive Emissions from Coal and Oil and Natural Gas Systems, CIMFR Project No. GC/MS/154/2007-08. Submitted to Ministry of Environment and Forests, Government of India, 2012.",Other,"Dr Ajay Kumar Singh, India"
15652,122975,"1B1a1 - Underground Mines
","1.B.1.a.i.1 - Mining
","METHANE
",Fugitive emissions from underground mining activities,India,23.68,m3/tonnes of product,,,,"Singh A.K., Singh H., Mendhe V.A., Kispotta J., Mondal B.K., Singh K.K., Singh P.K., Development of Country Emission Factors due to Venting and Flaring and Preparation of GHG Emission Estimates for the Period 1995 to 2007 Associated to Fugitive Emissions from Coal and Oil and Natural Gas Systems, CIMFR Project No. GC/MS/154/2007-08. Submitted to Ministry of Environment and Forests, Government of India, 2012.",Other,"Dr Ajay Kumar Singh, India"
15665,122988,"1A - Fuel Combustion Activities
","1.A - Fuel Combustion Activities
","CARBON DIOXIDE
",EF of CO2 from Coking Coal,India,93.61,t CO2/TJ,,,,"Choudhary, A., Roy, J., Biswas, S., Chakraborty, C. C. and Sen, K., 2004. Determination of carbon dioxide emission factors from coal combustion. In Climate Change and India: Uncertainty Reduction in Greenhouse Gas Inventory Estimates (eds Mitra, A. P., Sharma, S., Bhattacharya, S., Garg, A., Devotta, S. and Sen, K.). Universities Press, Hyderabad",National Communications,IPCC TFI TSU
15666,122989,"1A - Fuel Combustion Activities
","1.A - Fuel Combustion Activities
","CARBON DIOXIDE
",EF of CO2 from Non-coking coal,India,95.81,t CO2/TJ,,,,"Choudhary, A., Roy, J., Biswas, S., Chakraborty, C. C. and Sen, K., 2004. Determination of carbon dioxide emission factors from coal combustion. In Climate Change and India: Uncertainty Reduction in Greenhouse Gas Inventory Estimates (eds Mitra, A. P., Sharma, S., Bhattacharya, S., Garg, A., Devotta, S. and Sen, K.). Universities Press, Hyderabad",National Communications,IPCC TFI TSU
15667,122990,"1A - Fuel Combustion Activities
","1.A - Fuel Combustion Activities
","CARBON DIOXIDE
",EF of CO2 from Lignite,India,106.51,t CO2/TJ,,,,"Choudhary, A., Roy, J., Biswas, S., Chakraborty, C. C. and Sen, K., 2004. Determination of carbon dioxide emission factors from coal combustion. In Climate Change and India: Uncertainty Reduction in Greenhouse Gas Inventory Estimates (eds Mitra, A. P., Sharma, S., Bhattacharya, S., Garg, A., Devotta, S. and Sen, K.). Universities Press, Hyderabad",National Communications,IPCC TFI TSU
15668,122991,"1B1a1 - Underground Mines
","1.B.1.a.i - Underground mines
","METHANE
",EF of Underground mines,India,2.91,m3 CH4/tonne of coal produced,,,,"Proceedings of the workshop on uncertainty resuction in greenhouse gas inventories, Ministry of Environment & Forests Government of India",National Communications,IPCC TFI TSU
